交易哈希,区块高度,本地时间(UTC+8),UTC时间,发送方,发送方ENS,接收方,接收方ENS,数量,代币符号,代币地址
0x8026fd****0b1d1b1d,23739689,2025/11/06 18:36:47,2025/11/06 10:36:47,0x1429****7f855c,,0xec2f****fe83cf,,517.75,USDT,0xff7b****1b9f44,
0x8026fd****0b1d1b1d,23739689,2025/11/06 18:36:47,2025/11/06 10:36:47,0x1429****7f855c,,0xc6ea****07064a,,204.25,USDT,0xff7b****1b9f44,
0x1db873****c0067dc0,23739684,2025/11/06 18:35:47,2025/11/06 10:35:47,0x1429****7f855c,,0x0e0b****04d394,,95.0,0x5220****ba622b,0x7920****e17387,
0x708159****6fc359bf,23739683,2025/11/06 18:35:35,2025/11/06 10:35:35,0x1429****7f855c,,0x0272****60fa89,,95.0,0x5220****ba622b,0x7920****e17387,
0x821609****24400e81,23739673,2025/11/06 18:33:35,2025/11/06 10:33:35,0x1429****7f855c,,0x8764****43924c,,228.0,0x5220****ba622b,0x7920****e17387,
0xc999f0****1b10ea11,23739646,2025/11/06 18:28:11,2025/11/06 10:28:11,0x1429****7f855c,,0x92ff****581e9e,,304.0,0x5220****ba622b,0x7920****e17387,
0xa5a67d****6c4e14e8,23739645,2025/11/06 18:27:59,2025/11/06 10:27:59,0x1429****7f855c,,0x0c22****fe00e7,,95.0,USDT,0xff7b****1b9f44,
0xa5a67d****6c4e14e8,23739645,2025/11/06 18:27:59,2025/11/06 10:27:59,0x1429****7f855c,,0x7aca****21986a,,228.0,USDT,0xff7b****1b9f44,
0xea7b57****e94e0cd9,23739641,2025/11/06 18:27:11,2025/11/06 10:27:11,0x1429****7f855c,,0x42e9****b24ed5,,95.0,USDT,0xff7b****1b9f44,
0xea7b57****e94e0cd9,23739641,2025/11/06 18:27:11,2025/11/06 10:27:11,0x1429****7f855c,,0x37d1****a7a6b1,,304.0,USDT,0xff7b****1b9f44,
0xfc4602****245c0777,23739619,2025/11/06 18:22:47,2025/11/06 10:22:47,0xd393****b5b000,,0x1429****7f855c,,49849.71,USDT,0xff7b****1b9f44,
0x91906f****74f002eb,23739617,2025/11/06 18:22:23,2025/11/06 10:22:23,0x1429****7f855c,,0xe47e****6cfbd0,,19000.0,0x6e86****f0bd9e,0xcb6f****e63092,
0x6d87b0****eba13408,23739613,2025/11/06 18:21:35,2025/11/06 10:21:35,0x1429****7f855c,,0x7d0f****ef8906,,19000.0,USDC,0xcaf2****16e452,
0x14f0b5****58f99e13,23739595,2025/11/06 18:17:59,2025/11/06 10:17:59,0x1429****7f855c,,0x6f8f****180bbe,,2647.046137,0x3bdd****e02245,0xbc61****e12b7b,
0x83e717****77e814cd,23739565,2025/11/06 18:11:59,2025/11/06 10:11:59,0x1429****7f855c,,0x11fe****2f4516,,2647.046137,USDC,0xcaf2****16e452,
0x721477****0739ce2e,23739508,2025/11/06 18:00:35,2025/11/06 10:00:35,0x1429****7f855c,,0x6ba0****00067a,,403.75,0x08af****254adc,0x3563****ee2753,
0x39befb****7091db63,23739505,2025/11/06 17:59:59,2025/11/06 09:59:59,0x1429****7f855c,,0x8bfa****0712d7,,403.75,USDT,0xff7b****1b9f44,
0x78a94f****b84e73ef,23739445,2025/11/06 17:47:59,2025/11/06 09:47:59,0x1429****7f855c,,0x3352****6aa7ae,,35.0,0x3bdd****e02245,0xbc61****e12b7b,
0xf33e31****03c3a6ff,23739444,2025/11/06 17:47:47,2025/11/06 09:47:47,0x1429****7f855c,,0xc068****97ab9d,,19.0,0x08af****254adc,0x3563****ee2753,
0x1b7fb5****74a80213,23739442,2025/11/06 17:47:23,2025/11/06 09:47:23,0x1429****7f855c,,0x37aa****606c53,,35.0,USDC,0xcaf2****16e452,
0xb08bba****4ed2f31a,23739439,2025/11/06 17:46:47,2025/11/06 09:46:47,0x1429****7f855c,,0x744d****20d910,,19.0,USDT,0xff7b****1b9f44,
0xf736ac****86188086,23739315,2025/11/06 17:21:47,2025/11/06 09:21:47,0x1429****7f855c,,0x52fa****00c747,,117.8,0x08af****254adc,0x3563****ee2753,
0x15a1f2****910e73ba,23739311,2025/11/06 17:20:59,2025/11/06 09:20:59,0x1429****7f855c,,0x2841****00aea5,,117.8,USDT,0xff7b****1b9f44,
0xe8b6b4****a4948832,23739218,2025/11/06 17:02:11,2025/11/06 09:02:11,0x1429****7f855c,,0x3352****6aa7ae,,189.981001,0xe6fa****63212c,0x4747****64b426,
0xe6e99c****cff087ee,23739211,2025/11/06 17:00:47,2025/11/06 09:00:47,0x1429****7f855c,,0x37aa****606c53,,189.981001,USDC,0xcaf2****16e452,
0xe67925****56265ede,23739174,2025/11/06 16:53:23,2025/11/06 08:53:23,0x1429****7f855c,,0xc6c7****c07996,,436.05,0x5c7b****a3c740,0xcac1****a84878,
0x250af4****82cfb281,23739169,2025/11/06 16:52:11,2025/11/06 08:52:11,0x1429****7f855c,,0xfd34****756d78,,436.05,USDT,0xff7b****1b9f44,
0x32d177****9dd7efa2,23739039,2025/11/06 16:25:59,2025/11/06 08:25:59,0x1429****7f855c,,0x3db8****8d3ccd,,252.7,0x5c7b****a3c740,0xcac1****a84878,
0x32d177****9dd7efa2,23739039,2025/11/06 16:25:59,2025/11/06 08:25:59,0x1429****7f855c,,0x9d6c****9a2f6d,,50.0,0x5c7b****a3c740,0xcac1****a84878,
0xbee60b****dbaf6dca,23739036,2025/11/06 16:25:23,2025/11/06 08:25:23,0x1429****7f855c,,0x1326****0ab020,,252.7,USDT,0xff7b****1b9f44,
0xbee60b****dbaf6dca,23739036,2025/11/06 16:25:23,2025/11/06 08:25:23,0x1429****7f855c,,0xc38b****1d7497,,50.0,USDT,0xff7b****1b9f44,
0x2fdadb****446ca039,23738877,2025/11/06 15:53:11,2025/11/06 07:53:11,0x1429****7f855c,,0x3e39****e28441,,95.0,0xfe6b****103851,0xd919****fcd283,
0xf9e09a****43a1c937,23738874,2025/11/06 15:52:35,2025/11/06 07:52:35,0x1429****7f855c,,0x9e43****c8b744,,807.5,0xfe6b****103851,0xd919****fcd283,
0x275f3a****e876f312,23738873,2025/11/06 15:52:23,2025/11/06 07:52:23,0x1429****7f855c,,0x7ea4****0ea93e,,95.0,USDT,0xff7b****1b9f44,
0xee510f****4be7a009,23738869,2025/11/06 15:51:35,2025/11/06 07:51:35,0x1429****7f855c,,0x629a****4c9f58,,807.5,USDT,0xff7b****1b9f44,
0x31f7ae****94add132,23738698,2025/11/06 15:17:23,2025/11/06 07:17:23,0x1429****7f855c,,0xbb5f****b92f3d,,15.0,USDT,0xff7b****1b9f44,
0x23e496****a2b51172,23738692,2025/11/06 15:16:11,2025/11/06 07:16:11,0x1429****7f855c,,0x7539****a58f73,,950.0,USDT,0xff7b****1b9f44,
0xc24c16****5209c512,23738689,2025/11/06 15:15:35,2025/11/06 07:15:35,0x1429****7f855c,,0x3f3a****51b196,,451.25,0xb874****538045,0x2ec7****0c8dc5,
0x1edffa****1b87cb58,23738686,2025/11/06 15:14:59,2025/11/06 07:14:59,0x1429****7f855c,,0xc000****6159ec,,451.25,USDT,0xff7b****1b9f44,
0xb05206****6327b454,23738656,2025/11/06 15:08:59,2025/11/06 07:08:59,0x1429****7f855c,,0x4e77****07cfb0,,171.76,0xb874****538045,0x2ec7****0c8dc5,
0xa88260****fc1e02f9,23738655,2025/11/06 15:08:47,2025/11/06 07:08:47,0x1429****7f855c,,0xa5b5****35e7a4,,933.85,0xb874****538045,0x2ec7****0c8dc5,
0xd84d67****cbd40335,23738653,2025/11/06 15:08:23,2025/11/06 07:08:23,0x1429****7f855c,,0x8acc****1f981d,,171.76,USDT,0xff7b****1b9f44,
0x8e57ad****8eff5a66,23738651,2025/11/06 15:07:59,2025/11/06 07:07:59,0x1429****7f855c,,0x3e39****e28441,,1140.0,0xb874****538045,0x2ec7****0c8dc5,
0x9ed5fc****a4f94cba,23738650,2025/11/06 15:07:47,2025/11/06 07:07:47,0x1429****7f855c,,0x0b6c****e9e69a,,933.85,USDT,0xff7b****1b9f44,
0x233a3c****bb82de32,23738647,2025/11/06 15:07:11,2025/11/06 07:07:11,0x1429****7f855c,,0x99dc****755a53,,2153.65,0xb874****538045,0x2ec7****0c8dc5,
0x4906f8****ae7a6931,23738647,2025/11/06 15:07:11,2025/11/06 07:07:11,0x1429****7f855c,,0x7ea4****0ea93e,,1140.0,USDT,0xff7b****1b9f44,
0xa71aad****7af5847e,23738644,2025/11/06 15:06:35,2025/11/06 07:06:35,0x1429****7f855c,,0xc47e****67a5b5,,2153.65,USDT,0xff7b****1b9f44,
0xd0dddd****ffda4634,23738634,2025/11/06 15:04:35,2025/11/06 07:04:35,0x07f3****b35fed,,0x1429****7f855c,,19000.0,USDT,0xff7b****1b9f44,
0x3bc507****79fccb3d,23738413,2025/11/06 14:20:23,2025/11/06 06:20:23,0x1429****7f855c,,0x7839****3dec86,,190.019001,0x2245****c1e307,0x2c29****343070,
0x7d43f5****7b2dcade,23738406,2025/11/06 14:18:59,2025/11/06 06:18:59,0x1429****7f855c,,0x4836****ee5127,,190.019001,0x5af8****f905f7,0x067b****b5206a,
0x306be5****aafc0542,23738399,2025/11/06 14:17:35,2025/11/06 06:17:35,0x1429****7f855c,,0x1e4c****086c42,,1001.3,0xbaef****37c6a8,0x5c36****b823cf,
0xbe2f15****63969574,23738389,2025/11/06 14:15:35,2025/11/06 06:15:35,0x1429****7f855c,,0x7839****3dec86,,190.019001,0x3d57****58255b,0xcbf0****5f84e3,
0x997b84****ae87725d,23738379,2025/11/06 14:13:35,2025/11/06 06:13:35,0x1429****7f855c,,0x9d9c****284a2d,,351.5,0xbaef****37c6a8,0x5c36****b823cf,
0xffe92b****06a9f488,23738375,2025/11/06 14:12:47,2025/11/06 06:12:47,0x1429****7f855c,,0x80b8****0eebe6,,190.019001,USDC,0xcaf2****16e452,
0x731833****87f18cda,23738374,2025/11/06 14:12:35,2025/11/06 06:12:35,0x1429****7f855c,,0x24e4****90a643,,50.0,0xbaef****37c6a8,0x5c36****b823cf,
0xe84da1****b5d97aa6,23738370,2025/11/06 14:11:47,2025/11/06 06:11:47,0x1429****7f855c,,0x494e****56fbc0,,50.0,USDT,0xff7b****1b9f44,
0xed119e****95193101,23738367,2025/11/06 14:11:11,2025/11/06 06:11:11,0x1429****7f855c,,0x2b89****390ddb,,1001.3,USDT,0xff7b****1b9f44,
0xa3eb45****e80fb2de,23738364,2025/11/06 14:10:35,2025/11/06 06:10:35,0x1429****7f855c,,0xfdcd****dab827,,351.5,USDT,0xff7b****1b9f44,
0x9f879f****dc990723,23738166,2025/11/06 13:30:47,2025/11/06 05:30:47,0x1429****7f855c,,0xd052****9c89df,,99.75,0xbaef****37c6a8,0x5c36****b823cf,
0x2589cb****69e3c04e,23738163,2025/11/06 13:30:11,2025/11/06 05:30:11,0x1429****7f855c,,0x2024****171b02,,99.75,USDT,0xff7b****1b9f44,
0xa92f2c****f66c4976,23737998,2025/11/06 12:56:35,2025/11/06 04:56:35,0x1429****7f855c,,0xe92c****be3892,,95.0,0x3179****419146,0x4976****36d9a8,
0xa0a1f2****e7c77c83,23737995,2025/11/06 12:55:59,2025/11/06 04:55:59,0x1429****7f855c,,0xb43e****c1e6e2,,95.0,USDT,0xff7b****1b9f44,
0x84ddc6****4854d650,23737708,2025/11/06 11:58:23,2025/11/06 03:58:23,0x1429****7f855c,,0x6fff****676852,,232.75,0x22e5****953418,0x58a7****08c36f,
0x84ddc6****4854d650,23737708,2025/11/06 11:58:23,2025/11/06 03:58:23,0x1429****7f855c,,0x8e28****06187a,,496.85,0x22e5****953418,0x58a7****08c36f,
0x054a99****4f1c183a,23737702,2025/11/06 11:57:11,2025/11/06 03:57:11,0x1429****7f855c,,0x7b75****ffad69,,232.75,USDT,0xff7b****1b9f44,
0x054a99****4f1c183a,23737702,2025/11/06 11:57:11,2025/11/06 03:57:11,0x1429****7f855c,,0x405b****888084,,496.85,USDT,0xff7b****1b9f44,
0xf94739****af303dab,23737455,2025/11/06 11:07:23,2025/11/06 03:07:23,0x1429****7f855c,,0xd8e3****e47f15,,109.2609,0xe103****296633,0xf9ad****4bd001,
0x7ea780****02dc19b7,23737450,2025/11/06 11:06:11,2025/11/06 03:06:11,0x1429****7f855c,,0x2198****992799,,109.2609,USDC,0xcaf2****16e452,
0x4a6242****76ed011c,23737179,2025/11/06 10:11:47,2025/11/06 02:11:47,0x1429****7f855c,,0x297d****2543b7,,1710.0,0x0fc6****b6b4b9,0xa74d****3c7f39,
0xe8ab4c****57c0d0e9,23737173,2025/11/06 10:10:35,2025/11/06 02:10:35,0x1429****7f855c,,0x2d15****2ab5d9,,1710.0,USDC,0xcaf2****16e452,
0x1ceb81****7982f2ca,23737138,2025/11/06 10:03:35,2025/11/06 02:03:35,0x1429****7f855c,,0xd424****4642aa,,0.001,0xaabd****7e114f,0x8e37****536cd4,
0x2865ea****6aaf7b7a,23737135,2025/11/06 10:02:59,2025/11/06 02:02:59,0x1429****7f855c,,0xd424****4642aa,,10000.0,0x0fc6****b6b4b9,0xa74d****3c7f39,
0xbfb9b4****aa08dd0a,23737131,2025/11/06 10:01:59,2025/11/06 02:01:59,0x1429****7f855c,,0xaca4****a37206,,10000.0,USDC,0xcaf2****16e452,
0xd4eda8****20e1e7c2,23737122,2025/11/06 10:00:11,2025/11/06 02:00:11,0x07f3****b35fed,,0x1429****7f855c,,30000.0,USDC,0xcaf2****16e452,
0x59525d****238a3dd0,23736934,2025/11/06 09:22:35,2025/11/06 01:22:35,0x1429****7f855c,,0x8395****9716cb,,285.513,0xcfcb****70a66b,0x252d****495c45,
0xeb9100****49fc2a79,23736749,2025/11/06 08:45:11,2025/11/06 00:45:11,0x1429****7f855c,,0xd3e1****edd1e8,,5.0031,0x21af****f2ca16,0x49fd****939f10,
0x89aa6d****100b89eb,23736745,2025/11/06 08:44:23,2025/11/06 00:44:23,0x1429****7f855c,,0xeb96****23103b,,5.0031,USDC,0xcaf2****16e452,
0x960cba****bb5c4cef,23736662,2025/11/06 08:27:35,2025/11/06 00:27:35,0x1429****7f855c,,0x67bb****908200,,1007.0,0xa1ae****dca6ec,0x22a6****fd1949,
0x0e0389****8c78f5a3,23736644,2025/11/06 08:23:59,2025/11/06 00:23:59,0x1429****7f855c,,0x30c8****82dedc,,190.019,0x21af****f2ca16,0x49fd****939f10,
0x450fb8****aef164cf,23736594,2025/11/06 08:13:35,2025/11/06 00:13:35,0x1429****7f855c,,0xc916****7c36d6,,2193.55,0x9d1b****808020,0x8f08****f67a8c,
0x928a2f****66a5188a,23736591,2025/11/06 08:12:59,2025/11/06 00:12:59,0x1429****7f855c,,0xcf16****fd92cb,,237.52375,0x9d1b****808020,0x8f08****f67a8c,
0x90809a****c48f37bd,23736589,2025/11/06 08:12:35,2025/11/06 00:12:35,0x1429****7f855c,,0xc5e3****3b16f1,,20.0,0xaeb0****590eca,0x9157****0e44d2,
0x93c059****6b73a65b,23736588,2025/11/06 08:12:23,2025/11/06 00:12:23,0x1429****7f855c,,0x178b****0737c1,,237.52375,USDC,0xcaf2****16e452,
0xfaa52c****6f3b3367,23736586,2025/11/06 08:11:59,2025/11/06 00:11:59,0x1429****7f855c,,0x59cb****57fe8c,,2193.55,USDC,0xcaf2****16e452,
0x8f408a****732d42f8,23736584,2025/11/06 08:11:35,2025/11/06 00:11:35,0x1429****7f855c,,0xa5fd****c236e9,,190.019,USDC,0xcaf2****16e452,
0x119477****501b5455,23736584,2025/11/06 08:11:35,2025/11/06 00:11:35,0x1429****7f855c,,0x6e4e****1f3272,,523.45,0xaeb0****590eca,0x9157****0e44d2,
0xa34061****1c0a0601,23736583,2025/11/06 08:11:23,2025/11/06 00:11:23,0x1429****7f855c,,0x4dcb****2c392f,,20.0,USDT,0xff7b****1b9f44,
0xb218cc****0e687b5b,23736581,2025/11/06 08:10:59,2025/11/06 00:10:59,0x1429****7f855c,,0xa1ba****758397,,523.45,USDT,0xff7b****1b9f44,
0xfc5ecd****e7b3b142,23736580,2025/11/06 08:10:47,2025/11/06 00:10:47,0x1429****7f855c,,0xfb89****1e5b75,,627.0,0xaeb0****590eca,0x9157****0e44d2,
0xfc5ecd****e7b3b142,23736580,2025/11/06 08:10:47,2025/11/06 00:10:47,0x1429****7f855c,,0xc247****e793c7,,285.817,0xaeb0****590eca,0x9157****0e44d2,
0xfc5ecd****e7b3b142,23736580,2025/11/06 08:10:47,2025/11/06 00:10:47,0x1429****7f855c,,0x66b6****b5aa88,,503.5,0xaeb0****590eca,0x9157****0e44d2,
0x46b21f****9f927337,23736579,2025/11/06 08:10:35,2025/11/06 00:10:35,0x1429****7f855c,,0x1631****18aa4f,,1007.0,USDT,0xff7b****1b9f44,
0x7af157****44ad242e,23736577,2025/11/06 08:10:11,2025/11/06 00:10:11,0x1429****7f855c,,0x09c2****c69cd5,,503.5,USDT,0xff7b****1b9f44,
0x4154c8****6759f2bd,23736576,2025/11/06 08:09:59,2025/11/06 00:09:59,0x1429****7f855c,,0xfb03****106692,,627.0,USDT,0xff7b****1b9f44,
0x3e1f09****a1bd66b1,23736575,2025/11/06 08:09:47,2025/11/06 00:09:47,0x1429****7f855c,,0x3b95****850ddb,,553.489,0xaeb0****590eca,0x9157****0e44d2,
0x200411****6b1e765a,23736574,2025/11/06 08:09:35,2025/11/06 00:09:35,0x1429****7f855c,,0xa32c****5742dc,,285.817,USDT,0xff7b****1b9f44,
0xf5ca9c****fd77fa9b,23736574,2025/11/06 08:09:35,2025/11/06 00:09:35,0x1429****7f855c,,0x9a6f****8981cb,,291.2415,0xaeb0****590eca,0x9157****0e44d2,
0xdc71bb****4a0746e3,23736572,2025/11/06 08:09:11,2025/11/06 00:09:11,0x1429****7f855c,,0xa130****4da860,,553.489,USDT,0xff7b****1b9f44,
0xee0932****07d9fffc,23736571,2025/11/06 08:08:59,2025/11/06 00:08:59,0x1429****7f855c,,0xf635****4dc36d,,291.2415,USDT,0xff7b****1b9f44,
0x4205c7****d9101041,23736569,2025/11/06 08:08:35,2025/11/06 00:08:35,0x1429****7f855c,,0xcaee****53af71,,285.513,USDT,0xff7b****1b9f44,
0xba92e4****ebdea89b,23736567,2025/11/06 08:08:11,2025/11/06 00:08:11,0x1429****7f855c,,0x740e****15833d,,1045.0,USDT,0xff7b****1b9f44,
0x4d4f5b****a2039582,23736295,2025/11/06 07:12:59,2025/11/05 23:12:59,0x1429****7f855c,,0xd0a8****5475b2,,1634.0,0x7f8b****d4a233,0xac04****40e154,
0x4d4f5b****a2039582,23736295,2025/11/06 07:12:59,2025/11/05 23:12:59,0x1429****7f855c,,0xee94****0536dc,,104.5,0xcb54****5ee411,0x731b****c97aa8,
0x729af7****87e86f65,23736293,2025/11/06 07:12:35,2025/11/05 23:12:35,0x1429****7f855c,,0x1a10****6b9a9d,,136.8,0xcb54****5ee411,0x731b****c97aa8,
0x729af7****87e86f65,23736293,2025/11/06 07:12:35,2025/11/05 23:12:35,0x1429****7f855c,,0x5d68****e05bb2,,2004.5,0xcb54****5ee411,0x731b****c97aa8,
0x729af7****87e86f65,23736293,2025/11/06 07:12:35,2025/11/05 23:12:35,0x1429****7f855c,,0x6cef****95aab4,,1425.0,0xcb54****5ee411,0x731b****c97aa8,
0xba6499****1f8e2e26,23736291,2025/11/06 07:12:11,2025/11/05 23:12:11,0x1429****7f855c,,0x7b9b****bb4b48,,1634.0,USDC,0xcaf2****16e452,
0x63594f****67d58cba,23736289,2025/11/06 07:11:47,2025/11/05 23:11:47,0x1429****7f855c,,0x66e3****bc6310,,104.5,USDT,0xff7b****1b9f44,
0xa45e48****a22489fa,23736288,2025/11/06 07:11:35,2025/11/05 23:11:35,0x1429****7f855c,,0x58b8****e108d3,,1425.0,USDT,0xff7b****1b9f44,
0x5be19b****55f65f17,23736286,2025/11/06 07:11:11,2025/11/05 23:11:11,0x1429****7f855c,,0x543c****189472,,2004.5,USDT,0xff7b****1b9f44,
0x00d3cc****4e2470d6,23736284,2025/11/06 07:10:47,2025/11/05 23:10:47,0x1429****7f855c,,0xf14e****c21823,,136.8,USDT,0xff7b****1b9f44,
0xbdc487****4a44a740,23736127,2025/11/06 06:39:23,2025/11/05 22:39:23,0x1429****7f855c,,0xb6b3****44e74e,,1235.0,0xcb54****5ee411,0x731b****c97aa8,
0xffa974****7a993220,23736121,2025/11/06 06:38:11,2025/11/05 22:38:11,0x1429****7f855c,,0xb0f6****6f10f2,,237.5,0xcb54****5ee411,0x731b****c97aa8,
0xffa974****7a993220,23736121,2025/11/06 06:38:11,2025/11/05 22:38:11,0x1429****7f855c,,0x3b95****850ddb,,665.0,0xcb54****5ee411,0x731b****c97aa8,
0xb09405****e1789a9a,23736118,2025/11/06 06:37:35,2025/11/05 22:37:35,0x1429****7f855c,,0xc38e****4d9ce8,,1235.0,USDT,0xff7b****1b9f44,
0x7629d2****61c100f3,23736116,2025/11/06 06:37:11,2025/11/05 22:37:11,0x1429****7f855c,,0x659a****961e1d,,237.5,USDT,0xff7b****1b9f44,
0x61f702****828c67c3,23736116,2025/11/06 06:37:11,2025/11/05 22:37:11,0x1429****7f855c,,0x1cf3****0fa289,,4249.35,0xcb54****5ee411,0x731b****c97aa8,
0x16d101****8985d20f,23736115,2025/11/06 06:36:59,2025/11/05 22:36:59,0x1429****7f855c,,0xa130****4da860,,665.0,USDT,0xff7b****1b9f44,
0x7beb23****c7158b16,23736114,2025/11/06 06:36:47,2025/11/05 22:36:47,0x1429****7f855c,,0x6a9f****0382c9,,617.5,0xcb54****5ee411,0x731b****c97aa8,
0x7beb23****c7158b16,23736114,2025/11/06 06:36:47,2025/11/05 22:36:47,0x1429****7f855c,,0x99dc****755a53,,855.0,0xcb54****5ee411,0x731b****c97aa8,
0x9c95de****20a243a5,23736113,2025/11/06 06:36:35,2025/11/05 22:36:35,0x1429****7f855c,,0x94b5****4b0c9c,,4249.35,USDT,0xff7b****1b9f44,
0x69d0a3****29e8d0e1,23736110,2025/11/06 06:35:59,2025/11/05 22:35:59,0x1429****7f855c,,0x3e39****e28441,,950.0,0xcb54****5ee411,0x731b****c97aa8,
0x69d0a3****29e8d0e1,23736110,2025/11/06 06:35:59,2025/11/05 22:35:59,0x1429****7f855c,,0xeacf****d0eaeb,,1501.0,0xcb54****5ee411,0x731b****c97aa8,
0x69d0a3****29e8d0e1,23736110,2025/11/06 06:35:59,2025/11/05 22:35:59,0x1429****7f855c,,0xa5b5****35e7a4,,950.0,0xcb54****5ee411,0x731b****c97aa8,
0x024aaa****21d7f1bd,23736110,2025/11/06 06:35:59,2025/11/05 22:35:59,0x1429****7f855c,,0x9992****0752a3,,617.5,USDT,0xff7b****1b9f44,
0x4099da****9ac57c42,23736109,2025/11/06 06:35:47,2025/11/05 22:35:47,0x1429****7f855c,,0xc47e****67a5b5,,855.0,USDT,0xff7b****1b9f44,
0x5b5f92****a8101822,23736107,2025/11/06 06:35:23,2025/11/05 22:35:23,0x1429****7f855c,,0x7ea4****0ea93e,,950.0,USDT,0xff7b****1b9f44,
0x176aab****b070cb70,23736106,2025/11/06 06:35:11,2025/11/05 22:35:11,0x1429****7f855c,,0x6ae6****e014e5,,1770.8,0xcb54****5ee411,0x731b****c97aa8,
0x20e973****2734f386,23736105,2025/11/06 06:34:59,2025/11/05 22:34:59,0x1429****7f855c,,0x0b6c****e9e69a,,950.0,USDT,0xff7b****1b9f44,
0xd82b1d****d9020dd8,23736103,2025/11/06 06:34:35,2025/11/05 22:34:35,0x1429****7f855c,,0x739a****8968d0,,1501.0,USDT,0xff7b****1b9f44,
0x9a30ca****94f96cbb,23736102,2025/11/06 06:34:23,2025/11/05 22:34:23,0x1429****7f855c,,0xc921****11caab,,1770.8,USDT,0xff7b****1b9f44,
0x5810b0****f9018c3a,23736079,2025/11/06 06:29:35,2025/11/05 22:29:35,0x07f3****b35fed,,0x1429****7f855c,,24000.0,USDT,0xff7b****1b9f44,
0x83ae02****d58bc05e,23735891,2025/11/06 05:51:23,2025/11/05 21:51:23,0x1429****7f855c,,0x4b26****9c0c24,,1634.0,0x7a15****412f0b,0x999b****7f5ef5,
0xf70372****7a84a0b0,23735887,2025/11/06 05:50:35,2025/11/05 21:50:35,0x1429****7f855c,,0xf9be****eb0675,,1634.0,USDC,0xcaf2****16e452,
0x215e00****a3b2211a,23735780,2025/11/06 05:29:11,2025/11/05 21:29:11,0xd8db****11ce0a,,0x1429****7f855c,,3.55E-4,USDT,0xff7b****1b9f44,
0x640a93****9c5a5a50,23735717,2025/11/06 05:16:35,2025/11/05 21:16:35,0x1429****7f855c,,0x7868****760d13,,13.5,0x7a15****412f0b,0x999b****7f5ef5,
0x640a93****9c5a5a50,23735717,2025/11/06 05:16:35,2025/11/05 21:16:35,0x1429****7f855c,,0x1201****008f29,,2354.784,0x7a15****412f0b,0x999b****7f5ef5,
0x8aa1b2****c9558265,23735712,2025/11/06 05:15:35,2025/11/05 21:15:35,0x1429****7f855c,,0xf5a7****a2f53f,,13.5,USDC,0xcaf2****16e452,
0xf0419e****d7f72b46,23735710,2025/11/06 05:15:11,2025/11/05 21:15:11,0x1429****7f855c,,0xd6d0****61379b,,2354.784,USDC,0xcaf2****16e452,
0xf48fe5****ec3df20f,23735598,2025/11/06 04:52:23,2025/11/05 20:52:23,0xe3d1****9ee4f6,,0x1429****7f855c,,4.57E-4,USDC,0xcaf2****16e452,
0x354714****4292c41a,23735532,2025/11/06 04:39:11,2025/11/05 20:39:11,0x225b****b0adb0,,0x1429****7f855c,,2.21E-4,USDT,0xff7b****1b9f44,
0x127ecf****3b247ccc,23735530,2025/11/06 04:38:47,2025/11/05 20:38:47,0x8df1****c3e64f,,0x1429****7f855c,,1.94E-4,USDT,0xff7b****1b9f44,
0xf50a23****e987e740,23735486,2025/11/06 04:29:47,2025/11/05 20:29:47,0x522a****9fc734,,0x1429****7f855c,,3.89E-4,USDT,0xff7b****1b9f44,
0x0bb353****6f6592e8,23735463,2025/11/06 04:24:59,2025/11/05 20:24:59,0x1429****7f855c,,0xa7d3****ca1041,,4572.807281,0xb927****8ff92d,0x1c85****d9b6d7,
0x0bb353****6f6592e8,23735463,2025/11/06 04:24:59,2025/11/05 20:24:59,0x1429****7f855c,,0x69c3****3f4f68,,1805.0,0x3d58****70aa77,0x66b9****02e846,
0x630ba1****833e7b3f,23735461,2025/11/06 04:24:35,2025/11/05 20:24:35,0x1429****7f855c,,0x5ed9****556c77,,3149.25,0x3d58****70aa77,0x66b9****02e846,
0x652f37****bf89ff0b,23735455,2025/11/06 04:23:23,2025/11/05 20:23:23,0x1429****7f855c,,0x3b1f****eaa7b2,,456.0,0x3d58****70aa77,0x66b9****02e846,
0x32e132****47178178,23735451,2025/11/06 04:22:35,2025/11/05 20:22:35,0x1429****7f855c,,0x0496****dbe109,,10.0,0x3d58****70aa77,0x66b9****02e846,
0xbaf6e7****42488c9b,23735449,2025/11/06 04:22:11,2025/11/05 20:22:11,0x1429****7f855c,,0x1ea0****69dde0,,2113.5315,0x3d58****70aa77,0x66b9****02e846,
0x502eb8****171978e9,23735444,2025/11/06 04:21:11,2025/11/05 20:21:11,0x1429****7f855c,,0xa1e8****5d0937,,2113.5315,USDT,0xff7b****1b9f44,
0xa2df06****a9fcde0e,23735443,2025/11/06 04:20:59,2025/11/05 20:20:59,0x1429****7f855c,,0x178e****abc155,,10.0,USDT,0xff7b****1b9f44,
0xc24a4f****e00b3738,23735442,2025/11/06 04:20:47,2025/11/05 20:20:47,0x1429****7f855c,,0x22a6****cbc4f8,,355.3,0x3d58****70aa77,0x66b9****02e846,
0x1573b9****4a42e63f,23735441,2025/11/06 04:20:35,2025/11/05 20:20:35,0x1429****7f855c,,0x3f15****b3d80c,,456.0,USDT,0xff7b****1b9f44,
